INSURANCE TYPE,VEHICLE TYPE,VEHICLE USE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE MAKE YEAR,SUM INSURED,POLICY PREMIUM,Rate
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2011,1250000,24033.21,1.9226568
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2013,1575000,29274.07,1.858671111
Comprehensive,Lorry,Private,Toyota ,Dyna ,2004,9950000,164327.08,1.651528442
Comprehensive,Lorry,Private,Isuzu ,Elf ,2009,5500000,92567.57,1.683046727
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2012,1340000,25484.52,1.901829851
Comprehensive,Lorry,Private,Tata ,Xenon ,2014,2390000,42416.54,1.774750628
Comprehensive,Lorry,Private,Tata ,Yodha ,2017,3300000,57090.96,1.730029091
Comprehensive,Lorry,Private,Tata ,Dyna ,2000,3000000,52253.24,1.741774667
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1991,3650000,62734.97,1.718766301
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2018,3690000,63380,1.717615176
Comprehensive,Lorry,Private,Isuzu ,Juston ,1991,2450000,43384.09,1.770779184
Comprehensive,Lorry,Private,Tata ,Dimo Lokka,2015,2985000,52011.35,1.742423786
Comprehensive,Lorry,Private,Toyota ,Dyna ,1991,2400000,42577.8,1.774075
Comprehensive,Lorry,Private,Tata ,Xenon ,2014,2595000,45722.32,1.761939114
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2015,1900000,34514.93,1.816575263
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2006,675000,14760.91,2.186801481
Comprehensive,Lorry,Private,Isuzu ,Elf ,2011,6350000,106274.44,1.673613228
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2010,1245000,23952.58,1.923902008
Comprehensive,Lorry,Private,Tata ,Xenon ,2015,2500000,44190.37,1.7676148
Comprehensive,Lorry,Private,Foton ,Double ,2017,1700000,31289.79,1.840575882
Comprehensive,Lorry,Private,Toyota ,Dyna ,1998,2685000,47173.63,1.756932216
Comprehensive,Lorry,Private,Tata ,Dimo Lokka,2012,2050000,36933.79,1.801648293
Comprehensive,Lorry,Private,Isuzu ,Elf ,1991,2475000,43787.23,1.76918101
Comprehensive,Lorry,Private,Isuzu ,Elf ,2015,7375000,122803.32,1.665129763
Comprehensive,Lorry,Private,Isuzu ,250,2005,2050000,36933.79,1.801648293
Comprehensive,Lorry,Private,JAC ,HFC ,2012,3000000,52253.24,1.741774667
Comprehensive,Lorry,Private,Ashok Leyland,Comet ,2011,4000000,68378.97,1.70947425
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2000,4495000,76361.21,1.698803337
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2016,3420000,59026.05,1.725907895
Comprehensive,Lorry,Private,Isuzu ,Forward ,2006,10000000,165133.37,1.6513337
Comprehensive,Lorry,Private,Ashok Leyland,Cargo,2017,6500000,108693.3,1.672204615
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2016,1925000,34918.08,1.813926234
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2010,2500000,44190.37,1.7676148
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2010,1350000,25645.78,1.899687407
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2015,2100000,37740.08,1.797146667
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1990,2500000,44190.37,1.7676148
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2018,1685000,31047.9,1.842605341
Comprehensive,Lorry,Private,Toyota ,Dyna ,1979,2190000,39191.4,1.789561644
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2014,1700000,31289.79,1.840575882
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2018,3750000,64347.54,1.7159344
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2013,1295000,24758.87,1.911881853
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2017,1980000,35804.99,1.808332828
Comprehensive,Lorry,Private,Isuzu ,Elf ,2013,6000000,100630.44,1.677174
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2018,7800000,129656.76,1.662266154
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2013,7650000,127237.9,1.663240523
Comprehensive,Lorry,Private,Tata ,Xenon ,2016,3500000,60316.11,1.723317429
Comprehensive,Lorry,Private,Toyota ,Liteace ,1997,2500000,44190.37,1.7676148
Comprehensive,Lorry,Private,Isuzu ,Forward ,2000,6900000,115143.6,1.668747826
Comprehensive,Lorry,Private,Isuzu ,Elf ,2015,7800000,129656.76,1.662266154
Comprehensive,Lorry,Private,Suzuki ,Carry ,2011,3695000,63460.62,1.717472801
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2016,1850000,33708.65,1.822089189
Comprehensive,Lorry,Private,Isuzu ,Forward ,1995,3500000,60316.11,1.723317429
Comprehensive,Lorry,Private,Dfsk ,Unimo ,2015,1550000,28870.93,1.862640645
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1998,3200000,55478.39,1.733699688
Comprehensive,Lorry,Private,Ashok Leyland,Comet ,1999,1550000,28870.93,1.862640645
Comprehensive,Lorry,Private,Foton ,Auman ,2010,850000,17582.91,2.068577647
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2011,895000,18308.57,2.045650279
Comprehensive,Lorry,Private,Isuzu ,250,1974,1075000,21211.2,1.973134884
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2016,9000000,149007.63,1.655640333
Comprehensive,Lorry,Private,Nissan ,Atlas ,1999,1050000,20808.06,1.98172
Comprehensive,Lorry,Private,Isuzu ,Elf ,1991,2300000,40965.23,1.781096957
Comprehensive,Lorry,Private,Isuzu ,Elf ,1982,1150000,22420.63,1.94962
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1999,3100000,53865.81,1.737606774
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2016,3550000,61122.39,1.721757465
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2007,5450000,91761.28,1.683693211
Comprehensive,Lorry,Private,Isuzu ,350,1998,5375000,90551.85,1.684685581
Comprehensive,Lorry,Private,Tata ,207,2004,1025000,20404.92,1.990723902
Comprehensive,Lorry,Private,Tata ,Ace,2011,1350000,25645.78,1.899687407
Comprehensive,Lorry,Private,Isuzu ,350,2000,4400000,74829.27,1.700665227
Comprehensive,Lorry,Private,Isuzu ,Elf ,2000,4850000,82085.84,1.692491546
Comprehensive,Lorry,Private,Toyota ,Dyna ,2001,4250000,72410.41,1.703774353
Comprehensive,Lorry,Private,Tata ,Ace ,2014,2600000,45802.95,1.761651923
Comprehensive,Lorry,Private,Mitsubishi ,Fuso ,2018,8650000,143363.63,1.657383006
Comprehensive,Lorry,Private,Mitsubishi ,Delica ,1999,2100000,37740.08,1.797146667
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1994,3650000,62734.97,1.718766301
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2012,1080000,21291.83,1.971465741
Comprehensive,Lorry,Private,Ashok Leyland,Tusker ,1995,1800000,32902.36,1.827908889
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2015,1680000,30967.27,1.843289881
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2015,5200000,87729.85,1.6871125
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2014,1700000,31289.79,1.840575882
Comprehensive,Lorry,Private,Ashok Leyland,Comet ,2012,6950000,115949.88,1.668343597
Comprehensive,Lorry,Private,Ashok Leyland,Tusker ,2009,7000000,116756.17,1.667945286
Comprehensive,Lorry,Private,Hino ,Dutro ,2015,7500000,124819.04,1.664253867
Comprehensive,Lorry,Private,Toyota ,Dyna ,2007,6400000,107080.73,1.673136406
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2013,3250000,56284.67,1.731836
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2015,3450000,59509.82,1.724922319
Comprehensive,Lorry,Private,Toyota ,Dyna ,1993,500000,11938.91,2.387782
Comprehensive,Lorry,Private,Foton ,FL 2400,2013,1250000,24033.21,1.9226568
Comprehensive,Lorry,Private,Isuzu ,Elf ,2011,9500000,157070.5,1.653373684
Comprehensive,Lorry,Private,Nissan ,Atlas ,1999,2800000,49028.09,1.751003214
Comprehensive,Lorry,Private,Isuzu ,Elf ,2010,5850000,98211.58,1.678830427
Comprehensive,Lorry,Private,Dfsk ,Unimo ,2013,1200000,23226.92,1.935576667
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2022,4450000,75635.55,1.699675281
Comprehensive,Lorry,Private,Tata ,Xenon ,2014,2450000,43384.09,1.770779184
Comprehensive,Lorry,Private,Mazda ,Bongo ,1999,2190000,39191.4,1.789561644
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2012,1050000,20808.06,1.98172
Comprehensive,Lorry,Private,Nissan ,Atlas ,1996,4000000,68378.97,1.70947425
Comprehensive,Lorry,Private,Isuzu ,250,2000,4850000,82085.84,1.692491546
Comprehensive,Lorry,Private,Hino ,Dutro ,2011,7950000,132075.62,1.661328553
Comprehensive,Lorry,Private,Isuzu ,350,2011,11575000,190531.4,1.646059611
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1989,2500000,44190.37,1.7676148
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2012,1280000,24516.98,1.915389063
Comprehensive,Lorry,Private,Ashok Leyland,Taurus ,2016,9800000,161908.22,1.652124694
Comprehensive,Lorry,Private,Mahindra ,Jeeto ,2016,980000,19679.26,2.008087755
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2013,1195000,23146.29,1.936928033
Comprehensive,Lorry,Private,Isuzu ,Elf ,2007,5200000,87729.85,1.6871125
Comprehensive,Lorry,Private,Daihatsu ,Hijet ,2003,1816890,33174.72,1.825906907
Comprehensive,Lorry,Private,Isuzu ,Elf ,2011,2000000,36127.51,1.8063755
Comprehensive,Lorry,Private,Isuzu ,Elf ,2013,7200000,119981.32,1.666407222
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2009,920000,18711.72,2.033882609
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2011,1045000,20727.43,1.983486124
Comprehensive,Lorry,Private,Suzuki ,Carry ,2011,3515000,60557.99,1.722844666
Comprehensive,Lorry,Private,Isuzu ,Elf ,2000,4700000,79666.99,1.69504234
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2012,1250000,24033.21,1.9226568
Comprehensive,Lorry,Private,Tata ,Ace ,2010,1265000,24275.09,1.918979447
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2012,1200000,23226.92,1.935576667
Comprehensive,Lorry,Private,Isuzu ,350,1982,1450000,27258.35,1.879886207
Comprehensive,Lorry,Private,Suzuki ,Carry ,2019,5000000,84504.7,1.690094
Comprehensive,Lorry,Private,Isuzu ,Elf ,2010,6700000,111918.45,1.670424627
Comprehensive,Lorry,Private,Tata ,Ace ,2010,2000000,36127.51,1.8063755
Comprehensive,Lorry,Private,Dfsk ,Unimo ,2012,1490000,27903.38,1.872710067
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2007,1850000,33708.65,1.822089189
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1993,3700000,63541.25,1.717331081
Comprehensive,Lorry,Private,Toyota ,Dyna ,1995,3050000,53059.53,1.739656721
Comprehensive,Lorry,Private,Nissan ,Atlas ,1998,3050000,53059.53,1.739656721
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2015,2350000,41771.51,1.777511064
Comprehensive,Lorry,Private,Mitsubishi ,Fuso ,2011,9950000,164327.08,1.651528442
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2014,1450000,27258.35,1.879886207
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2000,2700000,47415.52,1.75613037
Comprehensive,Lorry,Private,Isuzu ,Elf ,2004,6150000,103049.3,1.675598374
Comprehensive,Lorry,Private,Ashok Leyland,Tusker ,2007,4000000,68378.97,1.70947425
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2022,4600000,78054.41,1.696835
Comprehensive,Lorry,Private,Toyota ,Dyna ,1993,2825000,49431.24,1.749778407
Comprehensive,Lorry,Private,Daihatsu ,Hijet ,2003,1750000,32096.07,1.834061143
Comprehensive,Lorry,Private,Tata ,207,2006,1300000,24839.49,1.91073
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1992,3550000,61122.39,1.721757465
Comprehensive,Lorry,Private,Mitsubishi ,Delica ,1996,1900000,34514.93,1.816575263
Comprehensive,Lorry,Private,Toyota ,Dyna ,2004,5350000,90148.71,1.685022617
Comprehensive,Lorry,Private,Mahindra ,Jeeto ,2015,820000,17099.14,2.085260976
Comprehensive,Lorry,Private,JAC ,HFC,2017,4200000,71604.12,1.70486
Comprehensive,Lorry,Private,Dfsk ,Unimo ,2015,1340000,25484.52,1.901829851
Comprehensive,Lorry,Private,Dfsk ,Unimo ,2016,1550000,28870.93,1.862640645
Comprehensive,Lorry,Private,Dfsk ,Unimo ,2015,450000,11132.62,2.473915556
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2002,4250000,72410.41,1.703774353
Comprehensive,Lorry,Private,Toyota ,Dyna ,1999,3590000,61767.42,1.720540947
Comprehensive,Lorry,Private,Micro ,Loader ,2015,1600000,29677.21,1.854825625
Comprehensive,Lorry,Private,Ashok Leyland,Ecomet ,2013,2590000,45641.69,1.762227413
Comprehensive,Lorry,Private,Isuzu ,Elf ,1998,2800000,49028.09,1.751003214
Comprehensive,Lorry,Private,Tata ,Yodha ,2018,3900000,66766.4,1.711958974
Comprehensive,Lorry,Private,Suzuki ,Carry ,2006,1900000,34514.93,1.816575263
Comprehensive,Lorry,Private,Isuzu ,Elf ,1995,3500000,60316.11,1.723317429
Comprehensive,Lorry,Private,Tata ,207,2007,715000,15405.94,2.154676923
Comprehensive,Lorry,Private,Tata ,Xenon ,2014,2400000,42577.8,1.774075
Comprehensive,Lorry,Private,Foton ,Forland ,2009,1200000,23226.92,1.935576667
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1986,1800000,32902.36,1.827908889
Comprehensive,Lorry,Private,Isuzu ,Elf ,1995,4950000,83698.42,1.690877172
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2010,9250000,153039.07,1.654476432
Comprehensive,Lorry,Private,Isuzu ,Forward ,1985,3600000,61928.68,1.720241111
Comprehensive,Lorry,Private,Isuzu ,Elf ,2004,7200000,119981.32,1.666407222
Comprehensive,Lorry,Private,Toyota ,Townace ,2006,4600000,78054.41,1.696835
Comprehensive,Lorry,Private,Foton ,Aumark ,2013,1250000,24033.21,1.9226568
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2016,4075000,69588.4,1.707690798
Comprehensive,Lorry,Private,Isuzu ,Elf ,1979,2150000,38546.37,1.792854419
Comprehensive,Lorry,Private,Tata ,Ultra ,2016,4000000,68378.97,1.70947425
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2013,1270000,24355.72,1.917773228
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2002,4200000,71604.12,1.70486
Comprehensive,Lorry,Private,Isuzu ,350,2008,9800000,161908.22,1.652124694
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1980,1950000,35321.22,1.811344615
Comprehensive,Lorry,Private,Mazda ,Bongo ,2014,4700000,79666.99,1.69504234
Comprehensive,Lorry,Private,Tata ,Dipper ,2010,2500000,44190.37,1.7676148
Comprehensive,Lorry,Private,Toyota ,Dyna ,2000,3150000,54672.1,1.735622222
Comprehensive,Lorry,Private,Tata ,Dimo Lokka,2016,3050000,53059.53,1.739656721
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1994,4300000,73216.69,1.702713721
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1985,1540000,28709.67,1.864264286
Comprehensive,Lorry,Private,Tata ,Xenon ,2014,2660000,46770.49,1.758289098
Comprehensive,Lorry,Private,Nissan ,Atlas ,1994,1200000,23226.92,1.935576667
Comprehensive,Lorry,Private,Isuzu ,Elf ,2011,9500000,157070.5,1.653373684
Comprehensive,Lorry,Private,Tata ,Ace ,2011,1350000,25645.78,1.899687407
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2016,3600000,61928.68,1.720241111
Comprehensive,Lorry,Private,Micro ,Loader ,2013,1150000,22420.63,1.94962
Comprehensive,Lorry,Private,Toyota ,Townace ,2015,4500000,76441.84,1.698707556
Comprehensive,Lorry,Private,Changan ,Toyace ,2006,1150000,22420.63,1.94962
Comprehensive,Lorry,Private,Mazda ,Titan ,1994,2250000,40158.94,1.784841778
Comprehensive,Lorry,Private,Nissan ,Atlas ,1991,1450000,27258.35,1.879886207
Comprehensive,Lorry,Private,Isuzu ,350,1995,2400000,42577.8,1.774075
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1999,3895000,66685.77,1.712086521
Comprehensive,Lorry,Private,Isuzu ,Juston ,1996,7950000,132075.62,1.661328553
Comprehensive,Lorry,Private,Toyota ,Dyna ,2002,4200000,71604.12,1.70486
Comprehensive,Lorry,Private,Foton ,Forland ,2012,1000000,20001.77,2.000177
Comprehensive,Lorry,Private,Tata ,Dimo Batti,2015,750000,15970.34,2.129378667
Comprehensive,Lorry,Private,Hyundai ,HD65 ,2001,3370000,58219.76,1.727589318
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1994,2700000,47415.52,1.75613037
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2007,6200000,103855.58,1.67509
Comprehensive,Lorry,Private,Toyota ,Land Cruiser,2014,9500000,157070.5,1.653373684
Comprehensive,Lorry,Private,Daihatsu ,Hijet ,1999,1500000,28064.64,1.870976
Comprehensive,Lorry,Private,Tata ,LPT ,2017,3925000,67169.54,1.71132586
Comprehensive,Lorry,Private,Toyota ,Hiace ,1980,1090000,21453.09,1.968173394
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2007,2300000,40965.23,1.781096957
Comprehensive,Lorry,Private,Ashok Leyland,Comet ,1993,925000,18792.34,2.031604324
Comprehensive,Lorry,Private,Isuzu ,250,1990,3300000,57090.96,1.730029091
Comprehensive,Lorry,Private,Ashok Leyland,Comet ,2017,5700000,95792.72,1.680574035
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2017,3500000,60316.11,1.723317429
Comprehensive,Lorry,Private,Suzuki ,Carry ,2009,2750000,48221.81,1.753520364
Comprehensive,Lorry,Private,Isuzu ,Freezer Truck,2012,9750000,161101.93,1.652327487
Comprehensive,Lorry,Private,Nissan ,Cabstar ,2007,5950000,99824.15,1.677716807
Comprehensive,Lorry,Private,Toyota ,Tipper ,2002,7750000,128850.47,1.66258671
Comprehensive,Lorry,Private,Tata ,Xenon ,2014,2400000,42577.8,1.774075
Comprehensive,Lorry,Private,Daihatsu ,Hijet ,2018,3650000,62734.97,1.718766301
Comprehensive,Lorry,Private,Toyota ,Dyna ,1994,1350000,25645.78,1.899687407
Comprehensive,Lorry,Private,Ashok Leyland,Tusker ,2005,3550000,61122.39,1.721757465
Comprehensive,Lorry,Private,Isuzu ,250,1993,3050000,53059.53,1.739656721
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1994,3700000,63541.25,1.717331081
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1991,2550000,44996.66,1.764574902
Comprehensive,Lorry,Private,Isuzu ,Elf ,1983,1435000,27016.47,1.882680836
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2016,1630000,30160.99,1.850367485
Comprehensive,Lorry,Private,Isuzu ,Elf ,1982,1375000,26048.92,1.894466909
Comprehensive,Lorry,Private,Ashok Leyland,Dost ,2015,1400000,26452.07,1.889433571
Comprehensive,Lorry,Private,Isuzu ,Elf ,2005,5200000,87729.85,1.6871125
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1999,5500000,92567.57,1.683046727
Comprehensive,Lorry,Private,Hino ,MTB ,2000,2700000,47415.52,1.75613037
Comprehensive,Lorry,Private,Mahindra ,Jeeto ,2016,1025000,20404.92,1.990723902
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2016,1800000,32902.36,1.827908889
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2011,1050000,20808.06,1.98172
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1998,3000000,52253.24,1.741774667
Comprehensive,Lorry,Private,Suzuki ,Carry ,2014,3950000,67572.69,1.710701013
Comprehensive,Lorry,Private,Nissan ,Atlas ,2011,6050000,101436.72,1.67664
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1984,1500000,28064.64,1.870976
Comprehensive,Lorry,Private,Nissan ,Condor ,1994,3000000,52253.24,1.741774667
Comprehensive,Lorry,Private,Isuzu ,Elf ,2013,6800000,113531.02,1.669573824
Comprehensive,Lorry,Private,Isuzu ,Juston ,2000,6250000,104661.87,1.67458992
Comprehensive,Lorry,Private,Toyota ,Dyna ,2013,7800000,129656.76,1.662266154
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2013,1450000,27258.35,1.879886207
Comprehensive,Lorry,Private,Isuzu ,Elf ,1999,3750000,64347.54,1.7159344
Comprehensive,Lorry,Private,Mahindra ,Jeeto ,2016,1250000,24033.21,1.9226568
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2012,1325000,25242.64,1.905104906
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2016,2000000,36127.51,1.8063755
Comprehensive,Lorry,Private,Toyota ,Townace ,1980,1250000,24033.21,1.9226568
Comprehensive,Lorry,Private,Kia ,Frontier ,2001,1525000,28467.78,1.866739672
Comprehensive,Lorry,Private,Mitsubishi ,Mini Truck,2016,4300000,73216.69,1.702713721
Comprehensive,Lorry,Private,Toyota ,Dyna ,2005,3800000,65153.83,1.714574474
Comprehensive,Lorry,Private,Mazda ,Bongo ,1999,2450000,43384.09,1.770779184
Comprehensive,Lorry,Private,Isuzu ,Elf ,2000,3250000,56284.67,1.731836
Comprehensive,Lorry,Private,Mitsubishi ,Mini Cab,2002,2000000,36127.51,1.8063755
Comprehensive,Lorry,Private,Tata ,207,1995,1000000,20001.77,2.000177
Comprehensive,Lorry,Private,Tata ,LPT ,2010,2690000,47254.26,1.756663941
Comprehensive,Lorry,Private,Daihatsu ,Hijet ,2002,1650000,30483.5,1.847484848
Comprehensive,Lorry,Private,Chana ,Changan ,2007,700000,15164.06,2.166294286
Comprehensive,Lorry,Private,Dfsk ,Unimo ,2013,1020000,20324.29,1.992577451
Comprehensive,Lorry,Private,Isuzu ,Elf ,2016,8500000,140944.77,1.658173765
Comprehensive,Lorry,Private,Foton ,Aumark ,2013,675000,14760.91,2.186801481
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2003,6500000,108693.3,1.672204615
Comprehensive,Lorry,Private,Isuzu ,Elf ,1992,2800000,49028.09,1.751003214
Comprehensive,Lorry,Private,Tata ,LPT ,2015,8800000,145782.49,1.656619205
Comprehensive,Lorry,Private,Isuzu ,Elf ,1982,2850000,49834.38,1.748574737
Comprehensive,Lorry,Private,Tata ,Dimo Batta ,2015,1750000,32096.07,1.834061143
Comprehensive,Lorry,Private,Isuzu ,350,1991,3000000,52253.24,1.741774667
Comprehensive,Lorry,Private,Nissan ,Atlas ,2003,2950000,51446.95,1.743964407
Comprehensive,Lorry,Private,Tata ,Dimo Batta ,2013,1425000,26855.21,1.88457614
Comprehensive,Lorry,Private,Foton ,Forland ,2012,950000,19195.49,2.020577895
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2016,3850000,65960.11,1.71324961
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2013,2375000,42174.66,1.775775158
Comprehensive,Lorry,Private,Tata ,Dimo Batta ,2014,1875000,34111.79,1.819295467
Comprehensive,Lorry,Private,Tata ,Dimo Batta ,2006,750000,15970.34,2.129378667
Comprehensive,Lorry,Private,Ashok Leyland,Comet ,1991,950000,19195.49,2.020577895
Comprehensive,Lorry,Private,Tata ,207,2015,2350000,41771.51,1.777511064
Comprehensive,Lorry,Private,Tata ,1516,2010,2050000,36933.79,1.801648293
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2014,1470000,27580.87,1.87624966
Comprehensive,Lorry,Private,Tata ,Dimo Lokka,2016,2775000,48624.95,1.75225045
Comprehensive,Lorry,Private,Toyota ,Townace ,2000,3200000,55478.39,1.733699688
Comprehensive,Lorry,Private,Daihatsu ,Hijet ,2015,580000,13228.97,2.280856897
Comprehensive,Lorry,Private,Nissan ,Vanette ,2000,3500000,60316.11,1.723317429
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2007,4500000,76441.84,1.698707556
Comprehensive,Lorry,Private,Toyota ,Dyna ,1996,6000000,100630.44,1.677174
Comprehensive,Lorry,Private,Foton ,Lorry ,2012,1375000,26048.92,1.894466909
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2018,3900000,66766.4,1.711958974
Comprehensive,Lorry,Private,Tata ,1210,1992,675000,14760.91,2.186801481
Comprehensive,Lorry,Private,Tata ,Dimo Batta ,2012,1575000,29274.07,1.858671111
Comprehensive,Lorry,Private,Nissan ,Vanette ,1997,2550000,44996.66,1.764574902
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2005,6500000,108693.3,1.672204615
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2016,1775000,32499.22,1.830941972
Comprehensive,Lorry,Private,Toyota ,Townace ,2003,2500000,44190.37,1.7676148
Comprehensive,Lorry,Private,Tata ,Ace ,2016,2650000,46609.23,1.758838868
Third Party,Car,Private,Bajaj,Pulsar 180,2016,180000,3500,1.944444444
Third Party,Car,Private,Toyota,Carina,1971,295000,3500,1.186440678
Third Party,Three wheeler,Private,Bajaj ,RE ,2010,100000,2160,2.16
Third Party,Three wheeler,Private,Bajaj ,RE ,2010,100000,2160,2.16
Third Party,Three wheeler,Private,Bajaj ,RE ,2009,145000,2160,1.489655172
Third Party,Three wheeler,Private,Bajaj ,RE ,2006,145000,2160,1.489655172
Third Party,Lorry,Private,Dfsk ,Unimo ,2015,450000,4650,1.033333333
